condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s2__t2__gpt_5_4_mini__m5v2di,2,6,7,6,2,7,0,0,173,0.8642,0.007,0.9989,3,3,gpt-5.4-mini,1605,1752
s2__t2__gpt_5_4_mini__m5v2di,2,7,6.5,6,1,7,0,0,251,0.7573,0.007,0.9962,3,3,gpt-5.4-mini,2461,1884
s2__t2__gpt_5_4_mini__m5v2di,2,8,5,4,2,7,0,0,252,0.6668,0.0065,0.9949,3,3,gpt-5.4-mini,2010,2173
s2__t2__gpt_5_4_mini__m5v2di,2,9,6,5,2,9,0,1,389,0.6862,0.0089,0.9882,3,3,gpt-5.4-mini,2903,2286
s2__t2__gpt_5_4_mini__m5v2di,2,10,8,6,4,9,0,1,400,0.6519,0.0085,0.9883,3,3,gpt-5.4-mini,2521,2359
s2__t2__gpt_5_4_mini__m5v2di,2,11,6,6,0,9,0,1,400,0.6519,0.0085,0.9883,3,3,gpt-5.4-mini,2964,2097
s2__t2__gpt_5_4_mini__m5v2di,2,12,7.5,6,3,9,0,1,472,0.7407,0.0088,0.9876,3,3,gpt-5.4-mini,3187,2383
s2__t2__gpt_5_4_mini__m5v2di,2,13,6.5,6,1,9,0,1,482,0.739,0.0087,0.9878,3,3,gpt-5.4-mini,3031,2277
s2__t2__gpt_5_4_mini__m5v2di,2,14,6,6,0,9,0,1,482,0.739,0.0087,0.9878,3,3,gpt-5.4-mini,3500,1779
s2__t2__gpt_5_4_mini__m5v2di,2,15,7,6,2,9,0,1,482,0.6862,0.0089,0.9879,3,3,gpt-5.4-mini,3017,1897
s1__t1__gpt_5_4_mini__m5v2db,0,1,12.5,9,7,6,0,2,63,2.2654,0.3199,0.9908,2,2,gpt-5.4-mini,876,1980
s1__t1__gpt_5_4_mini__m5v2db,0,2,11,9,4,6,0,2,65,2.0479,0.2414,0.9887,2,2,gpt-5.4-mini,779,2879
s1__t1__gpt_5_4_mini__m5v2db,0,3,12.5,9,7,8,0,2,77,2.2699,0.1932,0.9475,2,2,gpt-5.4-mini,882,2007
s1__t1__gpt_5_4_mini__m5v2db,0,4,11,9,4,8,0,2,77,2.0633,0.1751,0.9675,2,2,gpt-5.4-mini,841,1752
s1__t1__gpt_5_4_mini__m5v2db,0,5,11,8,6,8,0,2,77,2.0806,0.0887,0.9717,2,2,gpt-5.4-mini,953,1830
s1__t1__gpt_5_4_mini__m5v2db,0,6,11,9,4,8,0,2,77,2.0871,0.0853,0.9797,2,2,gpt-5.4-mini,897,1857
s1__t1__gpt_5_4_mini__m5v2db,0,7,12.5,9,7,8,0,2,76,2.1558,0.1613,0.8638,2,2,gpt-5.4-mini,939,2077
s1__t1__gpt_5_4_mini__m5v2db,0,8,10,7,6,8,0,2,76,2.1925,0.2475,0.8519,2,2,gpt-5.4-mini,2208,2230
s1__t1__gpt_5_4_mini__m5v2db,0,9,11,9,4,8,0,2,78,2.2358,0.2753,0.8731,2,2,gpt-5.4-mini,805,3266
s1__t1__gpt_5_4_mini__m5v2db,0,10,13,9,8,8,0,2,78,2.2694,0.2351,0.8513,2,2,gpt-5.4-mini,913,2011
s1__t1__gpt_5_4_mini__m5v2db,0,11,10,7,6,8,0,2,78,2.0693,0.1104,0.8903,2,2,gpt-5.4-mini,2238,1762
s1__t1__gpt_5_4_mini__m5v2db,0,12,12.5,9,7,8,0,2,78,2.5825,0.4593,0.8271,2,2,gpt-5.4-mini,753,1807
s1__t1__gpt_5_4_mini__m5v2db,0,13,12.5,9,7,8,0,2,78,2.4971,0.437,0.8276,2,2,gpt-5.4-mini,916,1837
s1__t1__gpt_5_4_mini__m5v2db,0,14,12.5,9,7,8,0,2,102,2.5119,0.5123,0.8761,2,2,gpt-5.4-mini,1001,1927
s1__t1__gpt_5_4_mini__m5v2db,0,15,9,9,0,8,0,2,102,2.5119,0.5123,0.8761,2,2,gpt-5.4-mini,1491,1821
s1__t1__gpt_5_4_mini__m5v2db,1,1,8,8,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,1008,2126
s1__t1__gpt_5_4_mini__m5v2db,1,2,9,9,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,840,1916
s1__t1__gpt_5_4_mini__m5v2db,1,3,9,9,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,896,1854
s1__t1__gpt_5_4_mini__m5v2db,1,4,8,8,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,984,1763
s1__t1__gpt_5_4_mini__m5v2db,1,5,11,9,4,3,0,0,83,2.224,0.2273,0.994,2,2,gpt-5.4-mini,949,1780
s1__t1__gpt_5_4_mini__m5v2db,1,6,8.5,8,1,3,0,0,141,2.224,0.2273,0.994,2,2,gpt-5.4-mini,1133,2154
s1__t1__gpt_5_4_mini__m5v2db,1,7,10,9,2,3,0,0,143,2.224,0.2273,0.994,2,2,gpt-5.4-mini,831,1978
s1__t1__gpt_5_4_mini__m5v2db,1,8,11.5,9,5,4,0,0,204,2.0576,0.171,0.9928,2,2,gpt-5.4-mini,1191,3531
s1__t1__gpt_5_4_mini__m5v2db,1,9,9.5,8,3,4,0,0,265,1.9414,0.1524,0.9926,2,2,gpt-5.4-mini,1535,2093
s1__t1__gpt_5_4_mini__m5v2db,1,10,9,9,0,4,0,0,265,1.9414,0.1524,0.9926,2,2,gpt-5.4-mini,1381,1891
s1__t1__gpt_5_4_mini__m5v2db,1,11,9,7,4,4,0,0,295,1.855,0.1431,0.9573,2,2,gpt-5.4-mini,1332,2051
s1__t1__gpt_5_4_mini__m5v2db,1,12,12,8,8,4,0,0,294,0.9681,0.0914,0.8915,2,2,gpt-5.4-mini,1355,2038
s1__t1__gpt_5_4_mini__m5v2db,1,13,8.5,8,1,4,0,0,324,0.9681,0.0913,0.8914,2,2,gpt-5.4-mini,1591,2436
s1__t1__gpt_5_4_mini__m5v2db,1,14,11,7,8,4,0,0,325,1.8291,0.1451,0.8781,2,2,gpt-5.4-mini,1622,4266
s1__t1__gpt_5_4_mini__m5v2db,1,15,11.5,8,7,4,0,0,324,0.9681,0.0913,0.8914,2,2,gpt-5.4-mini,1458,2015
s1__t1__gpt_5_4_mini__m5v2db,2,1,10,8,4,5,0,1,52,2.4004,0.2648,0.7144,2,2,gpt-5.4-mini,2066,2144
s1__t1__gpt_5_4_mini__m5v2db,2,2,12.5,9,7,5,0,1,52,2.6222,0.4347,0.992,2,2,gpt-5.4-mini,820,2212
s1__t1__gpt_5_4_mini__m5v2db,2,3,9.5,6,7,7,2,3,139,1.3096,0.0303,0.9693,2,2,gpt-5.4-mini,1293,2165
s1__t1__gpt_5_4_mini__m5v2db,2,4,8,5,6,7,2,3,139,1.0299,0.0307,0.9469,2,2,gpt-5.4-mini,2131,1853
s1__t1__gpt_5_4_mini__m5v2db,2,5,12,8,8,7,2,3,137,1.7721,0.239,0.945,2,2,gpt-5.4-mini,1240,2139
s1__t1__gpt_5_4_mini__m5v2db,2,6,8,8,0,7,2,3,137,1.7721,0.239,0.945,2,2,gpt-5.4-mini,1056,2351
s1__t1__gpt_5_4_mini__m5v2db,2,7,9,8,2,7,2,3,137,1.7677,0.2482,0.9519,2,2,gpt-5.4-mini,2255,1788
s1__t1__gpt_5_4_mini__m5v2db,2,8,8,8,0,7,2,3,137,1.7677,0.2482,0.9519,2,2,gpt-5.4-mini,988,1725
s1__t1__gpt_5_4_mini__m5v2db,2,9,12.5,9,7,7,2,9,407,2.119,0.423,0.9121,2,2,gpt-5.4-mini,2171,2112
s1__t1__gpt_5_4_mini__m5v2db,2,10,7.5,7,1,7,2,9,407,2.119,0.423,0.9121,2,2,gpt-5.4-mini,3187,1871
s1__t1__gpt_5_4_mini__m5v2db,2,11,8,8,0,7,2,9,407,2.119,0.423,0.9121,2,2,gpt-5.4-mini,1536,2126
s1__t1__gpt_5_4_mini__m5v2db,2,12,11.5,8,7,7,2,9,407,1.716,0.1551,0.9265,2,2,gpt-5.4-mini,1753,2303
s1__t1__gpt_5_4_mini__m5v2db,2,13,10,8,4,7,2,9,407,1.6722,0.1441,0.9222,2,2,gpt-5.4-mini,1626,1893
s1__t1__gpt_5_4_mini__m5v2db,2,14,12.5,9,7,7,2,9,407,1.8813,0.5419,0.9553,2,2,gpt-5.4-mini,1609,2017
s1__t1__gpt_5_4_mini__m5v2db,2,15,9,9,0,7,2,9,407,1.8813,0.5419,0.9553,2,2,gpt-5.4-mini,1690,2170
s1__t1__gpt_5_4_mini__m5v2di,0,1,8,8,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,1116,2015
s1__t1__gpt_5_4_mini__m5v2di,0,2,10.5,7,7,6,0,0,69,2.4729,0.2977,0.9367,2,2,gpt-5.4-mini,914,1936
s1__t1__gpt_5_4_mini__m5v2di,0,3,8,8,0,6,0,0,69,2.4729,0.2977,0.9367,2,2,gpt-5.4-mini,1064,3561
s1__t1__gpt_5_4_mini__m5v2di,0,4,11.5,8,7,7,0,3,148,2.3531,0.3136,0.9504,2,2,gpt-5.4-mini,1098,1647
s1__t1__gpt_5_4_mini__m5v2di,0,5,8.5,8,1,7,0,3,148,2.3295,0.3122,0.9534,2,2,gpt-5.4-mini,953,2810
s1__t1__gpt_5_4_mini__m5v2di,0,6,11.5,9,5,7,0,4,202,2.3164,0.3056,0.9621,2,2,gpt-5.4-mini,1236,2409
s1__t1__gpt_5_4_mini__m5v2di,0,7,11,9,4,7,0,5,258,2.3586,0.306,0.9587,2,2,gpt-5.4-mini,1297,2925
s1__t1__gpt_5_4_mini__m5v2di,0,8,9,8,2,7,0,5,258,2.3456,0.306,0.9573,2,2,gpt-5.4-mini,1275,1989
s1__t1__gpt_5_4_mini__m5v2di,0,9,11.5,9,5,7,0,10,529,2.4702,0.4059,0.8731,2,2,gpt-5.4-mini,1882,2142
s1__t1__gpt_5_4_mini__m5v2di,0,10,9,8,2,7,0,10,529,2.5085,0.4158,0.8842,2,2,gpt-5.4-mini,1905,1725
s1__t1__gpt_5_4_mini__m5v2di,0,11,9,8,2,7,0,10,529,2.4692,0.4017,0.8529,2,2,gpt-5.4-mini,2423,1678
s1__t1__gpt_5_4_mini__m5v2di,0,12,9,8,2,7,0,10,527,2.5155,0.4075,0.8726,2,2,gpt-5.4-mini,1871,1890
s1__t1__gpt_5_4_mini__m5v2di,0,13,10,8,4,7,0,10,527,2.4239,0.3908,0.8741,2,2,gpt-5.4-mini,1818,1934
s1__t1__gpt_5_4_mini__m5v2di,0,14,10,8,4,7,0,11,580,2.3388,0.3245,0.8429,2,2,gpt-5.4-mini,2082,1674
s1__t1__gpt_5_4_mini__m5v2di,0,15,8.5,8,1,7,0,11,580,2.3755,0.331,0.8438,2,2,gpt-5.4-mini,1945,1812
s1__t1__gpt_5_4_mini__m5v2di,1,1,10,8,4,4,0,1,37,2.2894,0.2342,0.9874,2,2,gpt-5.4-mini,760,1688
s1__t1__gpt_5_4_mini__m5v2di,1,2,10.5,8,5,7,0,2,87,2.3672,0.2672,0.9302,2,2,gpt-5.4-mini,1053,2000
s1__t1__gpt_5_4_mini__m5v2di,1,3,11.5,9,5,7,0,3,138,2.5115,0.3369,0.9316,2,2,gpt-5.4-mini,981,1525
s1__t1__gpt_5_4_mini__m5v2di,1,4,11.5,9,5,7,0,4,190,2.5964,0.269,0.929,2,2,gpt-5.4-mini,948,2809
s1__t1__gpt_5_4_mini__m5v2di,1,5,10,8,4,7,0,4,190,2.6104,0.3066,0.928,2,2,gpt-5.4-mini,1180,1790
s1__t1__gpt_5_4_mini__m5v2di,1,6,10.5,9,3,7,0,4,201,2.571,0.3236,0.9306,2,2,gpt-5.4-mini,1322,2710
s1__t1__gpt_5_4_mini__m5v2di,1,7,9.5,8,3,7,0,4,194,2.5813,0.3126,0.9411,2,2,gpt-5.4-mini,1006,2001
s1__t1__gpt_5_4_mini__m5v2di,1,8,10.5,9,3,7,0,4,194,2.5811,0.3245,0.9361,2,2,gpt-5.4-mini,1302,2029
s1__t1__gpt_5_4_mini__m5v2di,1,9,11,9,4,7,0,4,293,2.3034,0.2618,0.9504,2,2,gpt-5.4-mini,1627,2124
s1__t1__gpt_5_4_mini__m5v2di,1,10,10.5,9,3,7,0,4,305,2.319,0.2622,0.946,2,2,gpt-5.4-mini,1542,1902
s1__t1__gpt_5_4_mini__m5v2di,1,11,8,8,0,7,0,4,305,2.319,0.2622,0.946,2,2,gpt-5.4-mini,1418,1521
s1__t1__gpt_5_4_mini__m5v2di,1,12,10.5,8,5,7,0,5,386,2.2998,0.3423,0.94,2,2,gpt-5.4-mini,2170,1956
s1__t1__gpt_5_4_mini__m5v2di,1,13,7,7,0,7,0,5,386,2.2998,0.3423,0.94,2,2,gpt-5.4-mini,1710,1767
s1__t1__gpt_5_4_mini__m5v2di,1,14,10.5,8,5,7,0,7,550,2.2878,0.3868,0.904,2,2,gpt-5.4-mini,2095,1670
s1__t1__gpt_5_4_mini__m5v2di,1,15,8.5,8,1,7,0,7,550,2.2545,0.3875,0.9055,2,2,gpt-5.4-mini,1925,1686
s1__t1__gpt_5_4_mini__m5v2di,2,1,9,9,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,856,1606
s1__t1__gpt_5_4_mini__m5v2di,2,2,10.5,7,7,8,0,2,102,2.4577,0.292,0.9365,2,2,gpt-5.4-mini,973,1959
s1__t1__gpt_5_4_mini__m5v2di,2,3,10,8,4,9,0,2,107,2.383,0.2758,0.9426,2,2,gpt-5.4-mini,1198,2172
s1__t1__gpt_5_4_mini__m5v2di,2,4,8.5,6,5,9,0,2,107,1.9978,0.2046,0.8459,2,2,gpt-5.4-mini,970,1948
s1__t1__gpt_5_4_mini__m5v2di,2,5,13,9,8,9,0,2,183,1.7204,0.1738,0.8574,2,2,gpt-5.4-mini,1195,2025
s1__t1__gpt_5_4_mini__m5v2di,2,6,11,7,8,9,0,2,218,2.2253,0.3384,0.8688,2,2,gpt-5.4-mini,1229,1819
s1__t1__gpt_5_4_mini__m5v2di,2,7,8,8,0,9,0,2,218,2.2253,0.3384,0.8688,2,2,gpt-5.4-mini,1290,1785
s1__t1__gpt_5_4_mini__m5v2di,2,8,9.5,8,3,9,0,2,217,2.1132,0.3181,0.8704,2,2,gpt-5.4-mini,1142,2060
s1__t1__gpt_5_4_mini__m5v2di,2,9,8,8,0,9,0,2,217,2.1132,0.3181,0.8704,2,2,gpt-5.4-mini,2446,1787
s1__t1__gpt_5_4_mini__m5v2di,2,10,11,9,4,9,0,2,216,2.1379,0.3338,0.8781,2,2,gpt-5.4-mini,1228,1879
s1__t1__gpt_5_4_mini__m5v2di,2,11,6.5,6,1,9,0,2,221,2.0784,0.33,0.8821,2,2,gpt-5.4-mini,1042,3143
s1__t1__gpt_5_4_mini__m5v2di,2,12,8,7,2,9,0,2,226,2.1159,0.321,0.8687,2,2,gpt-5.4-mini,1298,1764
s1__t1__gpt_5_4_mini__m5v2di,2,13,9,8,2,9,0,2,226,2.0801,0.3184,0.8785,2,2,gpt-5.4-mini,1187,1730
s1__t1__gpt_5_4_mini__m5v2di,2,14,8,8,0,9,0,2,226,2.0801,0.3184,0.8785,2,2,gpt-5.4-mini,1845,1726
s1__t1__gpt_5_4_mini__m5v2di,2,15,8,7,2,9,0,2,226,2.0949,0.3086,0.8793,2,2,gpt-5.4-mini,1292,1769
s1__t2__gpt_5_4_mini__m5v2db,0,1,11,7,8,3,0,0,33,1.7668,0.6191,0.9465,2,2,gpt-5.4-mini,810,1779
s1__t2__gpt_5_4_mini__m5v2db,0,2,10,8,4,4,0,0,36,1.9998,0.5983,0.912,2,2,gpt-5.4-mini,871,1852
s1__t2__gpt_5_4_mini__m5v2db,0,3,6.5,6,1,4,0,0,36,1.9874,0.5988,0.9196,2,2,gpt-5.4-mini,1159,1978
s1__t2__gpt_5_4_mini__m5v2db,0,4,9,7,4,4,0,0,46,1.688,0.6141,0.9799,2,2,gpt-5.4-mini,920,1976
s1__t2__gpt_5_4_mini__m5v2db,0,5,10.5,7,7,4,0,0,64,2.1341,0.5733,0.9202,2,2,gpt-5.4-mini,964,2000
s1__t2__gpt_5_4_mini__m5v2db,0,6,8,6,4,4,0,0,82,2.3346,0.4611,0.9119,2,2,gpt-5.4-mini,835,1938
s1__t2__gpt_5_4_mini__m5v2db,0,7,8,6,4,4,0,0,101,2.1167,0.4421,0.8842,2,2,gpt-5.4-mini,1545,1882
s1__t2__gpt_5_4_mini__m5v2db,0,8,8,6,4,4,0,0,101,2.3617,0.4495,0.8692,2,2,gpt-5.4-mini,865,2094
s1__t2__gpt_5_4_mini__m5v2db,0,9,7.5,4,7,4,0,0,120,1.9691,0.2931,0.7335,2,2,gpt-5.4-mini,954,2129
s1__t2__gpt_5_4_mini__m5v2db,0,10,8.5,5,7,4,0,0,139,2.3372,0.4101,0.873,2,2,gpt-5.4-mini,987,2128
s1__t2__gpt_5_4_mini__m5v2db,0,11,7.5,5,5,4,0,0,162,2.2775,0.3927,0.879,2,2,gpt-5.4-mini,1128,1741
s1__t2__gpt_5_4_mini__m5v2db,0,12,11,7,8,5,0,0,162,1.9172,0.3121,0.6919,2,2,gpt-5.4-mini,1335,1701
s1__t2__gpt_5_4_mini__m5v2db,0,13,8.5,5,7,5,0,0,184,2.3811,0.4144,0.7812,2,2,gpt-5.4-mini,1257,2056
s1__t2__gpt_5_4_mini__m5v2db,0,14,8,5,6,5,0,0,164,2.3854,0.3701,0.853,2,2,gpt-5.4-mini,1141,2553
s1__t2__gpt_5_4_mini__m5v2db,0,15,7,5,4,5,0,0,165,2.4572,0.3764,0.8823,2,2,gpt-5.4-mini,965,1715
s1__t2__gpt_5_4_mini__m5v2db,1,1,7,5,4,2,0,0,24,2.1608,0.1718,0.9923,2,2,gpt-5.4-mini,688,1715
s1__t2__gpt_5_4_mini__m5v2db,1,2,5.5,4,3,4,0,1,40,2.4651,0.2674,0.8628,2,2,gpt-5.4-mini,918,2048
s1__t2__gpt_5_4_mini__m5v2db,1,3,10.5,7,7,4,0,1,38,1.2185,0.0295,0.9994,2,2,gpt-5.4-mini,2067,1895
s1__t2__gpt_5_4_mini__m5v2db,1,4,11.5,8,7,4,0,1,56,2.1203,0.0934,0.94,2,2,gpt-5.4-mini,848,1789
s1__t2__gpt_5_4_mini__m5v2db,1,5,9,8,2,4,0,1,77,2.1309,0.0938,0.9387,2,2,gpt-5.4-mini,1226,1786
s1__t2__gpt_5_4_mini__m5v2db,1,6,9,8,2,4,0,1,99,2.0668,0.0949,0.9401,2,2,gpt-5.4-mini,892,1800
s1__t2__gpt_5_4_mini__m5v2db,1,7,10,8,4,4,0,1,138,1.9559,0.0692,0.951,2,2,gpt-5.4-mini,1161,1743
s1__t2__gpt_5_4_mini__m5v2db,1,8,8,8,0,4,0,1,138,1.9559,0.0692,0.951,2,2,gpt-5.4-mini,3107,1830
s1__t2__gpt_5_4_mini__m5v2db,1,9,8.5,8,1,4,0,1,166,1.9575,0.0694,0.9508,2,2,gpt-5.4-mini,903,1785
s1__t2__gpt_5_4_mini__m5v2db,1,10,8.5,8,1,4,0,1,174,1.9359,0.0695,0.9503,2,2,gpt-5.4-mini,1008,1795
s1__t2__gpt_5_4_mini__m5v2db,1,11,9.5,8,3,5,0,2,187,1.8922,0.0688,0.9514,2,2,gpt-5.4-mini,1079,1897
s1__t2__gpt_5_4_mini__m5v2db,1,12,9,8,2,5,0,2,206,1.9945,0.072,0.95,2,2,gpt-5.4-mini,973,1836
s1__t2__gpt_5_4_mini__m5v2db,1,13,9.5,8,3,5,0,2,208,1.986,0.0723,0.9496,2,2,gpt-5.4-mini,1161,1821
s1__t2__gpt_5_4_mini__m5v2db,1,14,9,8,2,5,0,2,251,1.9238,0.073,0.9487,2,2,gpt-5.4-mini,1246,1941
s1__t2__gpt_5_4_mini__m5v2db,1,15,10.5,8,5,5,0,2,260,1.843,0.0741,0.9601,2,2,gpt-5.4-mini,2376,2044
s1__t2__gpt_5_4_mini__m5v2db,2,1,7,5,4,5,0,1,48,2.2267,0.2341,0.9295,2,2,gpt-5.4-mini,1095,1992
s1__t2__gpt_5_4_mini__m5v2db,2,2,8,6,4,5,0,1,64,2.2431,0.3159,0.8108,2,2,gpt-5.4-mini,896,1780
s1__t2__gpt_5_4_mini__m5v2db,2,3,6,6,0,5,0,1,64,2.2431,0.3159,0.8108,2,2,gpt-5.4-mini,938,1981
s1__t2__gpt_5_4_mini__m5v2db,2,4,5,3,4,5,0,1,82,2.2462,0.2816,0.7356,2,2,gpt-5.4-mini,911,2029
s1__t2__gpt_5_4_mini__m5v2db,2,5,5.5,4,3,5,0,1,121,2.2909,0.2926,0.7227,2,2,gpt-5.4-mini,933,1891
s1__t2__gpt_5_4_mini__m5v2db,2,6,11.5,8,7,5,0,1,143,1.5161,0.0375,0.9591,2,2,gpt-5.4-mini,914,1693
s1__t2__gpt_5_4_mini__m5v2db,2,7,7,6,2,6,0,1,198,1.5064,0.0372,0.9591,2,2,gpt-5.4-mini,999,1869
s1__t2__gpt_5_4_mini__m5v2db,2,8,9,7,4,6,0,1,196,1.7497,0.0383,0.9575,2,2,gpt-5.4-mini,923,1787
s1__t2__gpt_5_4_mini__m5v2db,2,9,8.5,8,1,6,0,1,224,1.6939,0.0385,0.9568,2,2,gpt-5.4-mini,1011,1647
s1__t2__gpt_5_4_mini__m5v2db,2,10,9,7,4,6,0,1,326,1.5406,0.0274,0.9639,2,2,gpt-5.4-mini,1720,1610
s1__t2__gpt_5_4_mini__m5v2db,2,11,9,8,2,6,0,1,326,1.4117,0.0259,0.966,2,2,gpt-5.4-mini,1356,1612
s1__t2__gpt_5_4_mini__m5v2db,2,12,9,8,2,6,0,1,328,1.4338,0.0243,0.9702,2,2,gpt-5.4-mini,1405,1911
s1__t2__gpt_5_4_mini__m5v2db,2,13,8.5,8,1,6,0,1,330,1.4164,0.0243,0.9685,2,2,gpt-5.4-mini,1436,2130
s1__t2__gpt_5_4_mini__m5v2db,2,14,9.5,8,3,6,0,1,494,1.3841,0.0262,0.9671,2,2,gpt-5.4-mini,1818,1723
s1__t2__gpt_5_4_mini__m5v2db,2,15,7.5,7,1,6,0,1,574,1.4197,0.0258,0.9676,2,2,gpt-5.4-mini,1951,2546
s1__t2__gpt_5_4_mini__m5v2di,0,1,5.5,4,3,2,0,0,24,2.5322,0.3036,0.9908,2,2,gpt-5.4-mini,1889,1790
s1__t2__gpt_5_4_mini__m5v2di,0,2,12,8,8,10,0,1,70,0.8242,0.0129,0.9982,2,2,gpt-5.4-mini,1029,1636
s1__t2__gpt_5_4_mini__m5v2di,0,3,11,7,8,11,0,1,147,1.8661,0.5729,0.8984,2,2,gpt-5.4-mini,1076,1774
s1__t2__gpt_5_4_mini__m5v2di,0,4,9,7,4,11,0,1,146,1.5904,0.7409,0.9279,2,2,gpt-5.4-mini,1173,1789
s1__t2__gpt_5_4_mini__m5v2di,0,5,11.5,8,7,11,0,1,200,1.5308,0.3399,0.8544,2,2,gpt-5.4-mini,1244,1551
s1__t2__gpt_5_4_mini__m5v2di,0,6,9.5,7,5,11,0,1,329,1.6122,0.3949,0.7863,2,2,gpt-5.4-mini,1447,1935
s1__t2__gpt_5_4_mini__m5v2di,0,7,5,4,2,11,0,1,330,1.6266,0.3763,0.8189,2,2,gpt-5.4-mini,1430,1637
s1__t2__gpt_5_4_mini__m5v2di,0,8,4.5,4,1,11,0,1,379,1.5884,0.3964,0.7977,2,2,gpt-5.4-mini,1469,1664
s1__t2__gpt_5_4_mini__m5v2di,0,9,9.5,6,7,11,0,2,568,2.0767,0.5136,0.7609,2,2,gpt-5.4-mini,1851,1671
s1__t2__gpt_5_4_mini__m5v2di,0,10,9.5,7,5,11,0,3,809,1.8949,0.4284,0.754,2,2,gpt-5.4-mini,2244,1471
s1__t2__gpt_5_4_mini__m5v2di,0,11,9,7,4,11,0,4,1017,1.9057,0.4292,0.7533,2,2,gpt-5.4-mini,2718,2036
s1__t2__gpt_5_4_mini__m5v2di,0,12,9.5,7,5,11,0,5,1227,1.4149,0.233,0.899,2,2,gpt-5.4-mini,3156,2021
s1__t2__gpt_5_4_mini__m5v2di,0,13,7.5,7,1,11,0,5,1227,1.4537,0.24,0.8978,2,2,gpt-5.4-mini,3167,1889
s1__t2__gpt_5_4_mini__m5v2di,0,14,8,7,2,11,0,7,1647,1.4413,0.2403,0.8977,2,2,gpt-5.4-mini,4155,1769
s1__t2__gpt_5_4_mini__m5v2di,0,15,10,8,4,11,0,8,1858,1.4714,0.2409,0.8975,2,2,gpt-5.4-mini,4514,2136
s1__t2__gpt_5_4_mini__m5v2di,1,1,3,3,0,2,0,0,25,2.224,0.2273,0.994,2,2,gpt-5.4-mini,1106,2246
s1__t2__gpt_5_4_mini__m5v2di,1,2,12,8,8,3,0,0,44,2.0286,0.0963,0.9192,2,2,gpt-5.4-mini,814,1471
s1__t2__gpt_5_4_mini__m5v2di,1,3,8.5,8,1,3,0,0,62,2.3578,0.0792,0.9239,2,2,gpt-5.4-mini,916,1850
s1__t2__gpt_5_4_mini__m5v2di,1,4,9.5,8,3,3,0,0,88,2.3229,0.0708,0.9257,2,2,gpt-5.4-mini,956,2331
s1__t2__gpt_5_4_mini__m5v2di,1,5,8.5,8,1,3,0,0,103,2.2531,0.0745,0.9123,2,2,gpt-5.4-mini,1153,1885
s1__t2__gpt_5_4_mini__m5v2di,1,6,8.5,8,1,4,0,0,159,2.2503,0.0746,0.912,2,2,gpt-5.4-mini,1003,1435
s1__t2__gpt_5_4_mini__m5v2di,1,7,7.5,7,1,5,0,0,172,2.2765,0.0754,0.9114,2,2,gpt-5.4-mini,1156,1756
s1__t2__gpt_5_4_mini__m5v2di,1,8,11.5,8,7,5,0,0,225,0.925,0.0135,0.9852,2,2,gpt-5.4-mini,1204,1516
s1__t2__gpt_5_4_mini__m5v2di,1,9,7.5,7,1,5,0,0,239,1.0356,0.0163,0.9832,2,2,gpt-5.4-mini,1360,1529
s1__t2__gpt_5_4_mini__m5v2di,1,10,7,7,0,5,0,0,239,1.0356,0.0163,0.9832,2,2,gpt-5.4-mini,1710,2371
s1__t2__gpt_5_4_mini__m5v2di,1,11,10.5,8,5,7,0,0,511,1.0235,0.0215,0.9764,2,2,gpt-5.4-mini,2341,1599
s1__t2__gpt_5_4_mini__m5v2di,1,12,11,8,6,7,0,0,777,1.2395,0.0195,0.9753,2,2,gpt-5.4-mini,2541,1743
s1__t2__gpt_5_4_mini__m5v2di,1,13,8.5,8,1,7,0,0,794,1.1882,0.0193,0.9755,2,2,gpt-5.4-mini,2464,1858
s1__t2__gpt_5_4_mini__m5v2di,1,14,10,8,4,7,0,0,1067,1.2132,0.0167,0.9787,2,2,gpt-5.4-mini,2960,1915
s1__t2__gpt_5_4_mini__m5v2di,1,15,9.5,8,3,7,0,0,1344,1.087,0.0139,0.9821,2,2,gpt-5.4-mini,3723,1512
s1__t2__gpt_5_4_mini__m5v2di,2,1,4,3,2,2,0,0,24,2.518,0.318,0.765,2,2,gpt-5.4-mini,1434,1783
s1__t2__gpt_5_4_mini__m5v2di,2,2,9.5,6,7,4,0,1,75,1.4551,0.0782,0.9332,2,2,gpt-5.4-mini,1052,1743
s1__t2__gpt_5_4_mini__m5v2di,2,3,10.5,7,7,4,0,1,75,1.2,0.0161,0.9838,2,2,gpt-5.4-mini,899,2025
s1__t2__gpt_5_4_mini__m5v2di,2,4,7,5,4,8,0,2,172,1.5195,0.0231,0.9763,2,2,gpt-5.4-mini,1195,1848
